gx,gy,gz,grms,ax,ay,az,arms
3376,4652,2792,6390,1252,20348,9960,22689
3392,5703,2407,7058,508,19120,14200,23821
3392,2232,7356,8402,752,16828,14572,22273
3408,2394,3806,5641,2204,19544,11908,22991
3408,2055,3073,5028,2392,18872,10948,21948
3392,155,3984,5234,2116,20364,12120,23792
3392,5889,1355,6929,3864,19340,12972,23605
3376,3221,2158,5140,3372,19332,11328,22658
3408,50,6455,7299,2632,16268,9660,19102
3424,5111,7607,9783,5084,16392,9936,19831
3392,21527,17896,28199,6020,15592,11876,20503
3392,31840,12653,-31107,9232,19076,2736,21368
3392,26228,10114,28314,29736,12596,30480,-21130
3360,25765,20253,-32592,2820,9940,15500,18628
3392,30855,1321,31068,5732,15664,13732,21605
3360,1510,1179,3867,1632,4360,13204,14000
3392,719,674,3532,876,6260,13824,15200
3376,2356,355,4132,4348,5636,13780,15509
3424,582,614,3526,280,5436,13932,14957
3408,227,618,3471,1552,6268,13860,15290
3392,240,601,3453,1716,6436,13776,15301
3408,237,614,3470,2064,6104,13780,15212
3408,243,612,3471,2040,6272,13756,15255
3392,243,599,3453,1468,6384,13884,15351
3392,229,621,3455,2140,6132,13780,15233
3408,156,606,3464,1572,6420,13760,15265
3376,165,628,3437,2444,5964,14132,15532
3376,286,653,3450,2420,5592,13948,15220
3392,252,577,3449,2068,5992,13872,15251
3360,238,616,3424,2020,6264,13912,15390
3360,233,577,3417,1512,6232,13740,15162
3408,243,604,3469,2012,6112,13736,15168
3392,247,599,3453,2036,6252,13880,15358
3392,230,568,3446,1896,6444,13852,15394
3392,236,603,3453,2260,6052,13780,15219
3408,226,607,3469,1984,6192,13828,15280
3376,231,606,3437,2340,6120,13844,15316
3376,228,600,3436,2036,6264,13796,15287
3376,241,603,3437,1968,6256,13712,15199
3376,224,611,3438,1512,6428,13872,15363
3392,219,586,3449,1484,6320,13776,15229
3376,177,589,3431,1752,6036,13580,14963
3424,216,571,3477,1892,5680,13392,14669
3376,222,602,3436,2132,6412,13812,15376
3392,240,603,3453,1544,6352,13744,15219
3392,223,590,3450,1640,6340,13624,15116
3392,218,617,3454,1900,6120,13760,15178
3392,225,608,3453,1604,6432,13868,15370
3360,231,604,3421,1448,6380,13756,15232
3392,252,604,3454,2160,6184,13620,15113
3360,215,588,3417,2096,6144,13732,15189
3392,236,579,3449,2040,6160,14028,15456
3392,227,607,3453,1632,6256,13724,15170
3360,261,545,3413,1252,6824,14588,16153
3376,242,629,3442,1676,6192,13744,15167
3392,229,571,3447,2224,6048,13872,15295
3392,254,610,3455,1524,6716,13864,15480
3376,234,635,3443,2252,6036,13872,15295
3392,238,654,3462,1844,6384,13860,15370
3376,163,568,3427,2796,5368,14464,15679
3376,175,656,3443,884,7820,14148,16189
3392,211,697,3469,1504,5328,14004,15058
3408,189,579,3461,2284,6760,13688,15436
3424,232,558,3476,2064,6212,13892,15356
3376,252,723,3461,1484,6524,13736,15278
3392,217,607,3452,1448,6156,13860,15234
3392,246,600,3453,1776,6592,13812,15407
3376,213,582,3432,1748,6192,13764,15193
3376,233,631,3442,1936,6272,13816,15296
3408,232,629,3473,1460,6240,13456,14904
3392,229,616,3455,2092,6064,13728,15152
3408,216,566,3461,2196,6396,13796,15364
3392,239,602,3453,1376,6356,13888,15335
3392,239,623,3457,1588,6148,13800,15190
3360,220,594,3419,1940,7040,13828,15637
3376,233,568,3431,2244,5632,13688,14970
3408,235,606,3469,1116,6496,13872,15358
3344,217,632,3410,2112,6004,13672,15080
3360,230,622,3424,2064,6940,13812,15594
3408,199,597,3465,1904,5868,13840,15152
3392,214,624,3455,1760,6452,13880,15407
3392,235,615,3455,2404,6260,13612,15174
3376,226,546,3427,1568,6312,13704,15169
3408,254,540,3459,1452,6128,13756,15129
3392,211,624,3455,1640,6616,14008,15578
3360,221,593,3419,1548,6424,13856,15350
3376,228,586,3434,2428,6104,13852,15330
3376,231,592,3435,1552,6132,13892,15264
3392,213,623,3455,1312,6424,13716,15202
3392,257,610,3455,2152,6280,13824,15335
3376,239,571,3432,1296,6400,14128,15564
3376,237,619,3440,1400,6308,13824,15259
3328,229,593,3388,1968,6272,13728,15220
3344,222,591,3403,1484,6444,13788,15291
3376,210,612,3437,1840,6084,13812,15204
3392,215,628,3456,1520,6376,13760,15241
3392,243,597,3452,2056,6120,13724,15166
3392,243,601,3453,2304,6108,13756,15226
3376,231,602,3437,1920,6136,13720,15151
3392,227,601,3452,2092,6116,13672,15123
3392,208,611,3452,2100,6212,13884,15354
3392,233,619,3455,1448,6348,13872,15324
3376,217,588,3433,1848,6300,13740,15228
3392,239,617,3455,2160,6268,13848,15353
3376,251,606,3439,1940,6352,13736,15257
3408,248,581,3466,1876,6272,13976,15433
3360,224,595,3419,1964,6220,13948,15397
3392,252,586,3451,2152,6172,13796,15266
3392,221,588,3449,1848,6224,13976,15410
3376,239,579,3433,2088,6172,13792,15253
3344,216,594,3403,2004,6108,13740,15169
3408,235,568,3462,1320,6588,13876,15417
3408,227,590,3466,1496,6552,14012,15540
3424,239,608,3485,1696,6604,13944,15521
3344,229,586,3402,1396,6348,13700,15163
3360,228,602,3421,2140,6220,13928,15403
3408,233,597,3467,1668,6168,13604,15029
3376,221,621,3439,1660,6212,13748,15177
3392,233,594,3451,1696,6392,13796,15299
3392,265,569,3449,1420,6316,13832,15271
3392,231,616,3455,1612,6336,13872,15335
3392,211,603,3451,2144,6132,14260,15669
3408,225,621,3471,1944,6276,13984,15450
3392,241,604,3453,1552,6392,13808,15294
3376,218,613,3438,2160,6216,13784,15274
3376,222,595,3435,1696,6464,13756,15293
3392,237,568,3447,2028,6292,13364,14909
3376,225,606,3437,2224,6144,13804,15272
3360,227,593,3419,1508,6336,13972,15415
3392,225,609,3453,1932,6136,13740,15171
3376,232,607,3437,1564,6308,13664,15130
3328,251,599,3390,1588,6448,13680,15206
3408,212,617,3469,1740,6256,13620,15088
3360,232,592,3419,1528,6340,13920,15371
3376,234,585,3434,1656,6272,13796,15244
3392,248,599,3453,2180,6152,13944,15395
3392,210,585,3448,1620,6320,13772,15239
3360,224,604,3421,1348,6352,13704,15164
3408,233,593,3467,2172,6108,13720,15174
3392,236,605,3453,1884,6152,13748,15179
3376,254,599,3438,2064,6264,13928,15410
3360,208,596,3418,2124,6100,13892,15320
3376,234,554,3429,1636,6340,13868,15336
3376,216,614,3438,2224,6116,13932,15377
3392,216,600,3451,1456,6392,13780,15259
3360,254,609,3424,1844,6304,13676,15171
3376,219,583,3432,1936,6196,13800,15250
3360,238,583,3418,1584,6280,13976,15403
3392,234,617,3455,2164,6200,13744,15232
3408,242,609,3470,1532,6396,13664,15164
3376,249,626,3442,2240,6192,13756,15250
3392,216,597,3450,1608,6392,13664,15170
3376,226,604,3437,1808,6336,13900,15382
3376,236,582,3433,2176,6092,13852,15288
3360,234,610,3422,2084,6164,13864,15314
3408,240,605,3469,1888,6296,14076,15535
3376,230,597,3436,1500,6432,13928,15414
3392,233,614,3454,2188,6192,13768,15254
3376,221,627,3440,1524,6400,13600,15107
3392,215,619,3454,1608,6332,13848,15311
3376,225,602,3436,1640,6308,13792,15254
3392,242,629,3458,1432,6332,13840,15286
3360,231,605,3421,1520,6344,13856,15314
3376,228,631,3442,1948,6148,13816,15247
3424,235,578,3480,1652,6300,13992,15433
3392,230,634,3458,1972,6324,13872,15372
3376,236,587,3434,1820,6336,13812,15304
3408,216,609,3468,2076,6132,13772,15217
3392,216,611,3453,1860,6108,13764,15172
3392,238,613,3455,2004,6252,14000,15462
3392,227,593,3450,1588,6220,13688,15118
3392,203,607,3451,1820,6312,13748,15236
3408,227,581,3464,1512,6376,13796,15273
3376,223,597,3435,1728,6316,13824,15296
3392,222,621,3455,1964,6192,13708,15169
3376,223,596,3435,1644,6312,13788,15252
3376,239,601,3437,1544,6444,13756,15268
3408,238,570,3463,2180,6184,13648,15141
3360,233,598,3420,1820,6224,13848,15291
3392,257,603,3454,2128,6140,13896,15340
3408,222,585,3464,1852,6320,13844,15330
3376,227,611,3438,1528,6272,13716,15159
3376,241,591,3435,2296,6220,13700,15220
3392,232,593,3451,1940,6208,13860,15310
3360,225,630,3425,2144,6172,13868,15330
3360,226,611,3422,1468,6388,13872,15342
3376,242,600,3437,1760,6360,13956,15437
3392,220,599,3451,2044,6112,13844,15270
3360,239,592,3420,1644,6272,13848,15290
3408,225,594,3466,1672,6304,13760,15227
3376,234,602,3437,2184,6244,13832,15332
3408,236,594,3467,1820,6220,13916,15351
3392,248,586,3451,2044,6132,13752,15195
3392,241,589,3451,2180,6152,13720,15193
3360,241,624,3425,1508,6464,13732,15252
3408,230,606,3469,1868,6188,13904,15333
3392,228,604,3452,1448,6228,13832,15238
3408,229,622,3471,1504,6292,13692,15143
3424,226,595,3482,2148,6336,13896,15422
3392,228,586,3449,2052,6084,13916,15325
3392,244,597,3452,1452,6264,13880,15297
3392,215,618,3454,1792,6412,13788,15311
3376,210,606,3436,2032,6328,13804,15320
3392,234,604,3453,1472,6304,13828,15268
